詞項 (Word)|詞類(CKIP_POS)|詞頻(Frequency)
轉頭|VA|2
轉變|VHC|2
醫|Na|2
醫學系|Nc|2
醫療團|Na|2
醬|Na|2
鎖定|VC|2
闖紅燈|VA|2
離子燙|Na|2
雜色|Na|2
雙拼|A|2
雙號|Na|2
雙薪|A|2
雙雙|D|2
鬆|VHC|2
鬆散|VH|2
鬆綁|VB|2
鬆懈|VC|2
壞處|Na|2
寵物|Na|2
懶散|VH|2
曠課|VH|2
癡|VH|2
簿|Na|2
簽下|VC|2
羅|Nb|2
羅敏卿|Nb|2
羅莎|Nb|2
羅斯福|Nb|2
藥局|Nc|2
藥物|Na|2
藥草|Na|2
識別|VE|2
證明|VE|2
證嚴法師|Nb|2
贊|VC|2
蹺|VC|2
蹺課|VA|2
轎子|Na|2
邊邊|Neqa|2
鏡|Na|2
鏟子|Na|2
關|VJ|2
關切|VJ|2
關到|VCL|2
關東村|Nc|2
關閉|VC|2
關渡橋|Nc|2
關說|VC|2
關鍵|Na|2
關懷|VJ|2
難免|VH|2
霧峰|Nc|2
類比|VC|2
類似|VH|2
麗|VH|2
麗山高中|Nc|2
麗山國中|Nc|2
嚷嚷|VE|2
寶成|Nb|2
寶貝|VJ|2
寶來|Nc|2
攙雜|VC|2
礦物質|Na|2
競|VC|2
競速|VA|2
籌劃|VC|2
籌錢|VC|2
籍貫|Na|2
蘇澳|Nc|2
蘊藏|VJ|2
覺|Na|2
警告|VE|2
警政|Na|2
警惕|Na|2
釋回|VC|2
饒河|Nc|2
騰空|VA|2
麵條|Na|2
黨部|Nc|2
黨營事業|Na|2
齣|Nf|2
櫻桃|Na|2
欄|Nf|2
灌音|Na|2
蘭|Na|2
轟炸機|Na|2
鐵路局|Nc|2
鐵道|Na|2
霸道|VH|2
顧家|VH|2
顧問|Na|2
顧慮|VK|2
飆|VC|2
彎過|VC|2
攤子|Na|2
歡喜|VK|2
聽力|Na|2
聽得|VE|2
聽得到|VE|2
聽話|VH|2
聽課|VA|2
聽懂|VK|2
讀者|Na|2
髒亂|VH|2
髒髒|VH|2
竊據|VCL|2
變差|VH|2
變電所|Nc|2
驚醒|VHC|2
驚險|VH|2
驗證|VE|2
體位|Na|2
體育課|Na|2
體悟|Na|2
體悟|VJ|2
體會到|VK|2
癱瘓|VH|2
讓給|VD|2
艷|VH|2
靈柩|Na|2
靈異|VH|2
觀看|VC|2
觀察到|VE|2
觀察家|Na|2
鑰匙|Na|2
鑽石|Na|2
ㄅㄆㄇ|FW|1
ㄇ|FW|1
一一一|Neu|1
一一一一|Neu|1
一一百一百九十六|Neu|1
一一兩|Neu|1
一九一九四一|Neu|1
一九一九四幾年|Nd|1
一九九九年|Nd|1
一九二九年|Nd|1
一九四一|Neu|1
一九四幾年|Nd|1
一了|VH|1
一二|Dfb|1
一二|Neu|1
一二四|Neu|1
一二年級|Na|1
一二樓|Nc|1
一十|Neu|1
一千七百|Neu|1
一千七百九十九|Neu|1
一千九|Neu|1
一千五百|Neu|1
一千六百|Neu|1
一千四|Neu|1
一口咬定|VE|1
一夕成名|VA|1
一大半|Neqa|1
一五一千五|Neu|1
一同|D|1
一早|D|1
一百九十四|Neu|1
一百二|Neu|1
一百二十五|Neu|1
一百二十五一百五|Neu|1
一百二十幾|Neu|1
一百二十萬|Neu|1
一百八|Neu|1
一百八十|Neu|1
一百五十|Neu|1
一百五十幾|Neu|1
一百六|Neu|1
一百六七十|Neu|1
一百六十|Neu|1
一百六十幾|Neu|1
一百零九|Neu|1
一而再再而三|D|1
一步步|Neqa|1
一肚子火|VH|1
一兩三|Neu|1
一兩多|Neu|1
一兩萬|Neu|1
一兩點|Nd|1
一味|D|1
一念|Na|1
一直走|A|1
一直直|Neqa|1
一知半解|VI|1
一昧|D|1
一軍|Na|1
一針見血|VH|1
一貫|A|1
一通|Nb|1
一連|D|1
一幾|Neu|1
一視|Nd|1
一塌糊塗|VH|1
一概|D|1
一溜煙|D|1
一萬一|Neu|1
一萬一萬|Neu|1
一萬五千|Neu|1
一萬六|Neu|1
一萬四五千|Neu|1
一號|Nc|1
一路|Nc|1
一模一樣|VH|1
一輪|A|1
一頭霧水|VH|1
一瞬間|Nd|1
一舉|D|1
一點|Nd|1
一點點|Dfa|1
一點靈|Nb|1
一壘線|Na|1
一竅不通|VI|1
一轉眼|D|1
乙級|Na|1
乙組|Na|1
乙櫃|Nd|1
七八十|Neu|1
七八千|Neu|1
七八百|Neu|1
七十七十三|Neu|1
七十八|Neu|1
七十三|Neu|1
七十五|Neu|1
七十樓|Nc|1
七千|Neu|1
七六七|Neu|1
七四七|Nb|1
七堵|Nc|1
七號|Nc|1
七樓|Nc|1
七點二十|Neu|1
九七|Nb|1
九十九|Neu|1
九十九點九|Neu|1
九十幾|Neu|1
九千|Neu|1
九千多|Neu|1
九六年|Nd|1
九州|Nc|1
九百|Neu|1
九百一十萬|Neu|1
九百九百|Neu|1
九百多|Neu|1
九巷|Nc|1
九泉街口|Nc|1
九萬二|Neu|1
了|VJ|1
了不得|VH|1
二一|Neu|1
二七七|Neu|1
二九二|Neu|1
二二八和平公園|VC|1
二二八和平紀念公園|Nc|1
二二八紀念碑|Nc|1
二二十幾|Neu|1
二二零|Neu|1
二八二|Neu|1
二十||1
二十一二十二|Neu|1
二十七八|Neu|1
二十二十|Neu|1
二十二十二|Neu|1
二十二十五|Neu|1
二十二巷|Nc|1
二十三|Neu|1
二十三年|Nd|1
二十五萬|Neu|1
二十多|Neu|1
二十幾萬|Neu|1
二三二四二五|Neu|1
二三十萬|Neu|1
二三四|Neu|1
二三年級|Neu|1
二五九|Neu|1
二六|Neu|1
二六三|Neu|1
二分之一|Neqa|1
二手貨|Na|1
二月份|Nd|1
二重疏洪道|Nc|1
二哥|Na|1
二級|Na|1
二高|Nb|1
二零零|Neu|1
二零零六年|Nd|1
人二|Nc|1
人人自危|VH|1
人大|Nc|1
人山人海|VH|1
人之常情|Na|1
人心|Na|1
人世|Nc|1
人多嘴雜|VH|1
人行道|Nc|1
人事|Na|1
人事全非|VH|1
人事部|Nc|1
人來人往|VA|1
人定勝天|VH|1
人物畫|Na|1
人脈|Na|1
人情|Na|1
人溺己溺|VH|1
人群|Na|1
人話|Na|1
人像|Na|1
人壽|Na|1
人際關係|Na|1
人緣|Na|1
人聲|Na|1
人權|Na|1
人權法|Na|1
入口|Nc|1
入到|VCL|1
入股|VH|1
入會|VA|1
入會費|Na|1
入睡|VH|1
入錯|VC|1
八九千|Neu|1
八九不離十|VH|1
八十三年|Nd|1
八十五|Neu|1
八仙樂園|Nb|1
八四三|Neu|1
八成|Neqa|1
八百萬|Neu|1
八折|Neqa|1
八舍|Nc|1
八德|Na|1
八樓|Nc|1
力求|VE|1
力霸百貨|VH|1
十一點|Neu|1
十二月份|Nd|1
十二號|Nc|1
十八九|Neu|1
十八萬五|Neu|1
十十一二|Neu|1
十十來|Neu|1
十三樓|Nc|1
十大建設|Nb|1
十五二十|Neu|1
十五萬|Neu|1
十六十五|Neu|1
十六全|Nb|1
十六巷|Nc|1
十全十美|VH|1
十字|Na|1
十年|Nd|1
十幾二十|Neu|1
十幾十萬|Neu|1
十幾年|Nd|1
十億|Neu|1
三|Nd|1
三十一|Neu|1
三十七八|Neu|1
三十八年|Nd|1
三十三四十|Neu|1
三十六年|Nd|1
三十四年|Nd|1
三三|Neu|1
三三十|Neu|1
三三三|Neu|1
三三四|Neu|1
三三萬多|Neu|1
三千一|Neu|1
三六|Neu|1
三四十萬|Neu|1
三四千多|Neu|1
三四四|Neu|1
三民主義課|Na|1
三多|Nb|1
三宅|Nc|1
三百三四百|Neu|1
三百五十|Neu|1
三百五十幾萬|Neu|1
三百六十五|Neu|1
三百多萬|Neu|1
三百萬|Neu|1
三兩六|Neu|1
三制|Na|1
三星|Nc|1
三科|Nc|1
三軍俱樂部|Nc|1
三峽大壩|Nc|1
三商銀|Nc|1
三圍|Na|1
三萬八|Neu|1
三萬五|Neu|1
三零一條款|Nb|1
三零四|Neu|1
三億|Neu|1
三興國小|Nc|1
三頭六臂|Na|1
三點|Nd|1
三點水|Na|1
三點多|Nd|1
三壘線|Na|1
三權|Na|1
下|VA|1
下文|Na|1
下水道|Na|1
下田|VA|1
下位|Nc|1
下完|VC|1
下到|VCL|1
下定|VJ|1
下定決心|VA|1
下雨天|Na|1
下垂|VH|1
下班|Na|1
下陷|VH|1
下減|VJ|1
下策|Na|1
下滑|Na|1
下滑|VA|1
下學|VA|1
下檔|VA|1
上|VA|1
上了年紀|VH|1
上下|Ng|1
上下|VC|1
上下游|Nc|1
上下學|VA|1
上上|A|1
上千萬|Neu|1
上中下游|Nc|1
上午|Nd|1
上手|VA|1
上方|Ncd|1
上好|A|1
上位|Nc|1
上昇|VA|1
上空|Nc|1
上前|VA|1
上流|A|1
上風|Na|1
上桌|VA|1
上海話|Na|1
上級|Na|1
上眼|Neqa|1
上場|VA|1
上游|Nc|1
上訴|VC|1
上階層|Na|1
上漲|VH|1
上網|Na|1
上臺|VA|1
上億|Neu|1
上頭|Ncd|1
上壘|VA|1
上顎|Na|1
凡是|Cbb|1
久久|D|1
于|P|1
亡魂|Na|1
千|Neu|1
千湖島|Nc|1
叉|VC|1
叉路|Na|1
口口|Neqa|1
口天吳|Nb|1
口角|VA|1
口香糖|Na|1
口腔|Na|1
口語化|VHC|1
口蹄疫|Na|1
口蹄疫|Nb|1
口頭|Na|1
土木工程|Na|1
土木系|Nc|1
土木所|Nc|1
土石效應|Nb|1
土耳其|Nc|1
土改|Na|1
土狗|Na|1
土話|Na|1
士林法院|Nc|1
士林站|Nc|1
士氣|Na|1
大二|Nd|1
大力|D|1
大三通|Nb|1
大小聲|VA|1
大方|VH|1
大王|Na|1
大份|Nd|1
大同|Nb|1
大多|Neqa|1
大好戲|Na|1
大有|Nb|1
大西洋|Nc|1
大弟|Na|1
大男人|Na|1
大肚|Nc|1
大呼小叫|VA|1
大放送|VH|1
大於|VJ|1
大東|Nb|1
大杯|Na|1
大便|Na|1
大洋|Na|1
大洞|Na|1
大為|Dfa|1
大炮|Na|1
大紅燈籠高高掛|Nb|1
大致|A|1
大風大浪|Na|1
大峽谷|Nc|1
大起|VH|1
大馬|Nc|1
大國|Nc|1
大專生|Na|1
大專院校|Na|1
大將|Na|1
大張旗鼓|VH|1
大掃除|VA|1
大敗|VH|1
大規模|D|1
大規模|Na|1
大通|Na|1
大通鋪|Na|1
大都會|Nc|1
大都會人壽|Nc|1
大麥町|Nc|1
大湖山莊|Nc|1
大湖山莊街|Nc|1
大湖公園|Nc|1
大街|Na|1
大費周章|VH|1
大跌|VH|1
大隊接力|Na|1
大園工業區|Nc|1
大愛台|Nc|1
大肆|D|1
大落|VH|1
大路|Na|1
大道村|Nc|1
大過|VJ|1
大滿貫|Na|1
大增|VH|1
大廠|Nc|1
大潤發|Nb|1
大燈|Na|1
大獨|Na|1
大舉|D|1
大雜燴|Na|1
大廳|Nc|1
子|VH|1
子宮|Na|1
孓然一身|VH|1
寸草不生|VH|1
小人物|Na|1
小三|Nb|1
小子|Na|1
小不點|Na|1
小五|Nb|1
小北街|Nc|1
小名|Na|1
小吃攤|Nc|1
小老婆|Na|1
小巫|Na|1
小弟|Na|1
小兒科|Nc|1
小和|Nb|1
小妹妹|Na|1
小姑娘|Na|1
小東西|Na|1
小東西|Nb|1
小狗|Na|1
小指|Na|1
小時|Nd|1
小時|Nf|1
小偷|Na|1
小張|Na|1
小販|Na|1
小鳥|Na|1
小喬|Nb|1
小提琴|Na|1
小街|Nc|1
小腹|Na|1
小舅子|Na|1
小蓁|Nb|1
小蔣|Nb|1
小憩|VA|1
小橋|Na|1
小獨|Na|1
小錢|Na|1
小題大作|VH|1
小辮子|Na|1
小籠包|Na|1
山川|Na|1
山水|Na|1
山丘|Na|1
山地|Nc|1
山寺|Nc|1
山坡|Na|1
山坡地|Na|1
山東話|Na|1
山河變色|VH|1
山洞|Na|1
山脈|Na|1
山巒|Na|1
工工|Na|1
工地|Nc|1
工作人臉譜|Nb|1
工作量|Na|1
工作權|Na|1
工具書|Na|1
工時|Na|1
工商|Na|1
工程站|Nc|1
工會|Na|1
工業界|Nc|1
工錢|Na|1
工藝|Na|1
已婚|VH|1
已婚人士|Na|1
干涉|VC|1
干擾|Na|1
干擾|VC|1
干擾到|VC|1
才華|Na|1
才貌|Na|1
才藝班|Nc|1
不人道|VH|1
不大|Dfa|1
不才|VH|1
不出|VC|1
不只|D|1
不同|Na|1
不合群|VH|1
不安全感|Na|1
不自主|D|1
不自覺|VK|1
不住|VH|1
不利|VK|1
不妨|D|1
不忍|VK|1
不肖之徒|Na|1
不亞於|VJ|1
不佳|VH|1
不和|VH|1
不服|VK|1
不便|D|1
不保|VH|1
不為過|VH|1
不相干|VH|1
不值|VH|1
不容|VF|1
不時|D|1
不能不|D|1
不能自己|VH|1
不起眼|VH|1
不動|VH|1
不得|D|1
不符|VJ|1
不堪|VK|1
不敢當|VH|1
不僅|Cbb|1
不慎|VH|1
不會|VH|1
不解|VK|1
不對勁|VH|1
不彰|VH|1
不盡然|D|1
不誤|VH|1
不論|Cbb|1
不謀而合|VH|1
不醒人事|VH|1
不濟|VH|1
不斷|D|1
不歸路|Na|1
不覺|VK|1
中|Nb|1
中上|VH|1
中小業|Na|1
中山北路口|Na|1
中山路|Nc|1
中天資訊台|Nb|1
中古|A|1
中古車|Na|1
中古屋|Na|1
中央山脈|Nc|1
中央台|Nc|1
中正書局|Nc|1
中正第一分局|Nc|1
中和交流道|Nc|1
中油公司|Nb|1
中南美|Nc|1
中研|Nc|1
中英文|Na|1
中庭|Nc|1
中國化|VHC|1
中國字|Na|1
中國航運|Nc|1
中將|Na|1
中崙|Nc|1
中庸|Nb|1
中庸|VH|1
中庸之道|Nb|1
中情局|Nc|1
中途|Nc|1
中都|Nc|1
中場|Nd|1
中等|A|1
中華民族|Nb|1
中華電信|Nc|1
中華電信局|Nc|1
中華電信南區管理局|Nc|1
中華銀行國|Nb|1
中華職棒聯盟|Nb|1
中間人|Na|1
中階|A|1
中意|VJ|1
中會|Nc|1
中資|Nb|1
中道|Na|1
中廣|Nc|1
中潭|Nb|1
中橫|Nc|1
中興健身中心|Nc|1
中興診所|Nc|1
中鋼|Nc|1
中醫|Na|1
中藥|Na|1
中籍|A|1
中籍|Na|1
之多|VH|1
尹清楓|Nb|1
井|Na|1
井字形|Na|1
互動|VA|1
互動性|Na|1
五|Nd|1
五二十五|Neu|1
五八八|Neu|1
五十一百|Neu|1
五十九|Neu|1
五十八|Neu|1
五十六五六十|Neu|1
五十四|Neu|1
五千六|Neu|1
五千多|Neu|1
五五十五十一|Neu|1
五五千|Neu|1
五六千|Neu|1
五六五|Neu|1
五六五六年級|Neu|1
五六百|Neu|1
五六零年代|Nd|1
五六點|Nd|1
五分之三|Neqa|1
五分埔|Nc|1
五光十色|VH|1
五年|Nd|1
五百二十五一|Neu|1
五官|Na|1
五股|Nc|1
五金行|Na|1
五星級|Na|1
五音不全|VH|1
五零年代|Nd|1
五課|Nc|1
五點五|Neu|1
五點鐘|Neu|1
五屬|Na|1
五臟六腑|Na|1
仁|Na|1
仁愛國中|Na|1
仁愛國中|Nc|1
仁愛路口|Na|1
仁濟|Nc|1
仇恨|VC|1
介|VC|1
介紹到|VC|1
元|Nd|1
元老級|Na|1
元素|Na|1
元智大學|Nc|1
內含|VC|1
內政部|Nc|1
內湖區|Nc|1
內華達|Nc|1
內華達州|Nc|1
內幕|Na|1
內戰|Na|1
內臟|Na|1
六七十|Neu|1
六七千|Neu|1
六七百|Neu|1
六七點|Nd|1
六七點|Neu|1
六七點十五|Neu|1
六十七|Neu|1
六十九|Neu|1
六十二|Neu|1
六十八|Neu|1
六十五萬|Neu|1
六十多|Neu|1
六三|Neu|1
六千多|Neu|1
六日|Nd|1
六月一號|Nd|1
六四四|Neu|1
六合彩|Nb|1
六年級|Nd|1
六張犁捷運站|Nc|1
六萬多|Neu|1
六點|Neu|1
六點二十|Neu|1
六點四十|Neu|1
六點鐘|Neu|1
公|VH|1
公子哥兒|Na|1
公化|VHC|1
公布欄|Na|1
公企中心|Nc|1
公共電視|Nb|1
公佈|Na|1
公車燈|Na|1
公事公辦|VA|1
公定|A|1
公害|Na|1
公家單位|Na|1
公益|Na|1
公然|D|1
公視|Nb|1
公評|VE|1
公費|Na|1
公道|Na|1
公審|VC|1
公德心|Na|1
公斷力|Na|1
公職人員|Na|1
公證|VA|1
分|Na|1
分|VD|1
分工|VA|1
分工合作|VH|1
分不清楚|VK|1
分化|VC|1
分心|VH|1
分出|VG|1
分母|Na|1
分享|Na|1
分析|Na|1
分析師|Na|1
分歧|VH|1
分泌|VC|1
分屍|VB|1
分段|VB|1
分配|VD|1
分得|VJ|1
分清|VE|1
分裂|Na|1
分量|Na|1
分開來|VB|1
分際|Na|1
分離|Na|1
分離|VH|1
分離|VHC|1
分攤式|Na|1
切下去|VA|1
切口|Na|1
切工|Na|1
切身|A|1
切身之痛|Na|1
切膚之痛|Na|1
切斷|VC|1
勻稱|VH|1
勾|VC|1
勾心鬥角|VA|1
勾結|VC|1
勾選|VC|1
勿以惡小而為之|S|1
勿以善小而不為|S|1
化工|Na|1
化工系|Nc|1
化妝|VB|1
化妝師|Na|1
午休|VH|1
午安|VH|1
升上|VCL|1
升官|VH|1
升為|VG|1
升級成|VG|1
升高|VHC|1
升旗|VA|1
升學|Na|1
友好|VH|1
友邦|Nc|1
友情|Na|1
友誼|Na|1
及|Caa|1
反共抗俄|Na|1
反向|VH|1
反抗|VC|1
反其道而行|VA|1
反映出來|VE|1
反省到|VE|1
反面|Na|1
反射出|VC|1
反感|Na|1
反感|VI|1
反過來|Dk|1
反應出|VE|1
反覆|D|1
反轉|VA|1
天下父母心|Na|1
天分|Na|1
天方夜譚|Na|1
天母球場|Nc|1
天光|Na|1
天安門|Nc|1
天災|Na|1
天使|Na|1
天性|Na|1
天花板|Na|1
天南地北|D|1
天津|Nc|1
天剛|Nb|1
天真|VH|1
天堂|Nc|1
天課|VA|1
天賦|Na|1
天壤之別|Na|1
天籟渡假村|Nc|1
夫婦|Na|1
太平洋|Nb|1
太陽神|Na|1
太陽教|Nb|1
太陽會|Nc|1
太極拳|Na|1
孔明|Nb|1
少年|Na|1
少見|VH|1
少林足球|Nb|1
少將|Na|1
尤|Nb|1
巴士站|Nc|1
巴拉圭|Nc|1
巴勒|Nc|1
巴勒坦人|Na|1
巴勒斯|Nb|1
巴勒斯人|Na|1
巴基|Nb|1
巴掌|Na|1
幻想|Na|1
引用|VC|1
引申|VC|1
引進|VC|1
引誘|VC|1
引導|VC|1
心力|Na|1
心不甘情不願|VH|1
心心|D|1
心目中|Nc|1
心有戚戚|VI|1
心血來潮|VH|1
心事|Na|1
心門|Na|1
心思|Na|1
心胸|Na|1
心動|VI|1
心軟|VI|1
心痛|VH|1
心虛|VH|1
心想|VE|1
心愛|A|1
心臟|Na|1
戶外生活公司|Nc|1
戶數|Na|1
戶頭|Na|1
手心|Na|1
手忙腳亂|VH|1
手把|Na|1
手指頭|Na|1
手創館|Nc|1
手掌|Na|1
手提|A|1
手筆|Na|1
手勢|Na|1
手腳|Na|1
手語|Na|1
手錶|Na|1
手臂|Na|1
支出|Na|1
支持|Na|1
支柱|Na|1
支援|Na|1
文山|Nc|1
文山社區|Nc|1
文天祥|Nb|1
文字|Na|1
文昌|Nb|1
文明|VH|1
文欣|Nb|1
文武|Na|1
文教|Na|1
文教區|Nc|1
文教業|Na|1
斗|Na|1
斗蓬|Na|1
斤兩|Na|1
方|Na|1
方向燈|Na|1
方形|Na|1
方言|Na|1
方型|Na|1
方塊|Na|1
日|Nd|1
日月潭|Nc|1
日以繼夜|D|1
日出|VA|1
日本兵|Na|1
日本重要文化財|Nb|1
日本線|Na|1
日本籍|Na|1
日光|Na|1
日字旁|Na|1
日益|D|1
日間部|Nc|1
日照|Na|1
日劇|Na|1
日據|A|1
日籍|Na|1
月|Nd|1
月|Nf|1
月子|Na|1
月光|Na|1
月亮|Na|1
木乃伊|Na|1
木子李|Nb|1
木柵高工|Nc|1
木質|Na|1
木頭|Na|1
欠缺|VJ|1
欠債|VH|1
止|Ng|1
止|VL|1
歹歹|VH|1
歹度|Na|1
歹徒|Na|1
毋忘在莒|VH|1
比手劃腳|VA|1
比方說|P|1
比利時|Nc|1
比起來|VI|1
比率|Na|1
比喻說|P|1
比較多|Neqa|1
比劃|VA|1
比賽|VA|1
毛細孔|Na|1
毛筆|Na|1
氏|Na|1
水火無情|VH|1
水到渠成|VH|1
水性|Na|1
水柱|Na|1
水流|Na|1
水庫|Na|1
水彩畫|Na|1
水深|Na|1
水量|Na|1
水管|Na|1
水蒸療|Na|1
水蓮山莊|Nc|1
水龍頭|Na|1
火|VH|1
火柴盒|Na|1
火警|Na|1
片片|Neqa|1
片名|Na|1
片刻|Nd|1
片場|Nc|1
片廠|Nc|1
牙|Na|1
牙醫|Na|1
牙醫系|Nc|1
牙醫師|Na|1
牛排|Na|1
牛頭馬面|Na|1
王|Na|1
王子|Na|1
王永在|Nb|1
王后|Na|1
王朝|Na|1
世人|Na|1
世界戲院|Nc|1
世華信託部|Nc|1
世華銀行|Nc|1
世銀信託部|Nc|1
且|Cbb|1
丘|Nb|1
丘仔|Nb|1
主因|Na|1
主使|VC|1
主政者|Na|1
主科|Na|1
主耶穌基督|Nb|1
主配|Na|1
主婦聯盟|Nb|1
主張|VE|1
主從|A|1
主菜|Na|1
主演|VC|1
主導|VC|1
主機|Na|1
主謀|Na|1
主辦|VC|1
主講|VE|1
主權|Na|1
乎|T|1
以|Nc|1
以小搏大|S|1
以巴|Nc|1
以牙還牙|VA|1
以免|Cbb|1
以身作則|VA|1
以身試法|VA|1
以阿戰|Na|1
以寡擊眾|VA|1
付|Nf|1
付諸|VF|1
他人|Nh|1
他方|Nh|1
他用|Na|1
他們倆|Nh|1
他媽|I|1
仗|Na|1
仗|P|1
代|P|1
代言|VA|1
代言人|Na|1
代表性|Na|1
代為|VF|1
代理|VC|1
代理片商|Na|1
代間|Nc|1
代課|Na|1
充足|VH|1
冊|Na|1
冊|Nf|1
冬季|Nd|1
出|VA|1
出入境管理局|Nc|1
出口成章|VA|1
出山|VA|1
出出|VC|1
出外|VA|1
出兵|VCL|1
出事者|Na|1
出奇制勝|VA|1
出於|VJ|1
出風頭|VH|1
出埃及記|Nb|1
出家|VA|1
出席率|Na|1
出陣|VA|1
出動|VAC|1
出售|VC|1
出國|Na|1
出貨價|Na|1
出場|VA|1
出發到|VCL|1
出路|Na|1
出遊|VA|1
出廠|VA|1
出賣|VC|1
出頭|Neqb|1
出頭|VH|1
出糗|VH|1
出擊|VA|1
出題|VA|1
出關|VA|1
刊出|VE|1
刊出來|VA|1
刊物|Na|1
刊面|Na|1
加分|VB|1
加以|D|1
加快|VHC|1
加油加油|VB|1
加油站|Nc|1
加長|VHC|1
加重|VC|1
加級|Na|1
加速|VC|1
加富爾|Nb|1
加減乘除|Na|1
加盟|VC|1
加盟金|Na|1
加緊|VC|1
加護|A|1
功力|Na|1
功用|Na|1
功德|Na|1
功虧一匱|VH|1
包包|Neqa|1
包含有|VJ|1
包含到|VJ|1
包庇|VC|1
包容性|Na|1
包給|VD|1
包機|Na|1
匆忙|VH|1
北一高|Nc|1
北大|Nc|1
北市|Nc|1
北平|Nc|1
北平東路|Nc|1
北企|Nc|1
北宜公路|Nc|1
北美|Nc|1
北面|Ncd|1
北埔|Nc|1
北島|Nc|1
北站|Nc|1
北區|Nc|1
北橫|Nc|1
北縣|Nc|1
北醫|Nc|1
半大不小|VH|1
半山|Nc|1
半途而廢|VH|1
半路|Nc|1
半價|Na|1
半調子|VH|1
卡位|VA|1
占有|VJ|1
去|VA|1
去去去去|VCL|1
去夏|Nd|1
去脂池|Na|1
去除|VC|1
去處|Nc|1
可不可行|VH|1
可可|Na|1
可行|VH|1
可恨|VH|1
可是|D|1
可恥|VH|1
可就|D|1
可貴|VH|1
可想而知|Dk|1
可想而知|VH|1
古色古香|VH|1
古典|VH|1
古亭站|Nc|1
古時|Nd|1
古堡|Na|1
古董|Na|1
右下|Ncd|1
右後方|Ncd|1
右腳|Na|1
司|Nb|1
司令部|Nc|1
司法|Na|1
司空見慣|VB|1
叫|VC|1
叫出|VC|1
叫出來|VB|1
叫好|VH|1
叫苦|VA|1
叫苦連天|VA|1
叫貨|VA|1
另眼看待|S|1
另當別論|VH|1
只不過|Cbb|1
只能|D|1
史蒂芬史匹柏|Nb|1
台九線|Nc|1
台大醫學院景福會館|Nc|1
台中市|Nc|1
台北市警察局|Nc|1
台北技術學院|Nc|1
台北車|Na|1
台北知音|Nb|1
台北捷運站|Nc|1
台北新公園|Nc|1
台北賓館|Nc|1
台北醫學院|Nc|1
台汽|Nb|1
台汽車站|Nc|1
台汽站|Nc|1
台東市|Nc|1
台東縣|Nc|1
台長|Na|1
台南人|Na|1
台南縣|Nc|1
台勞|Na|1
台開大樓|Nc|1
台階|Na|1
台塑|Nb|1
台塑|Nc|1
台新|Nb|1
台話|Na|1
台電公司|Nc|1
台銀|Nb|1
台銀信用部|Nc|1
台銀信託|Nc|1
台鐵|Nc|1
台灣大聯盟|Nb|1
台灣客|Na|1
台灣貨|Na|1
台灣錢淹腳目|S|1
句|Na|1
四十七|Neu|1
四十三|Neu|1
四十四十|Neu|1
四十多|Neu|1
四三四|Neu|1
四川人|Na|1
四五萬|Neu|1
四五點|Nd|1
四分之一|Neqa|1
四分之一|Neu|1
四分五裂|VH|1
四方形|Na|1
四年級|Nd|1
四百七十五|Neu|1
四百九十九|Neu|1
四姐|Na|1
四校|Nc|1
四通八達|VH|1
四號|Nc|1
四維八德|Na|1
四樓|Nc|1
四點|Neu|1
外力|Na|1
外公|Na|1
外文|Na|1
外文系|Nc|1
外出|VA|1
外凸|VH|1
外加|VC|1
外交系|Nc|1
外地|Nc|1
外地人|Na|1
外在|Na|1
外行|VI|1
外來語|Na|1
外型|Na|1
外流|VA|1
外科|Nc|1
外國話|Na|1
外野席|Na|1
外殼|Na|1
外勤|Na|1
外聘|VC|1
外蒙|Nc|1
外蒙古|Nc|1
外銷|Na|1
外觀|Na|1
央|VF|1
央行|Nc|1
失分|VH|1
失火|VH|1
失血|VH|1
失效|VH|1
失望|Na|1
失落感|Na|1
失誤|Na|1
失誤|VA|1
奴|Na|1
它們倆|Nh|1
巨人|Na|1
巨蛋|Nc|1
巧福|Nb|1
市市|Neqa|1
市立棒球場|Na|1
市府|Nc|1
市政區|Nc|1
市棒|Na|1
布商|Na|1
布條|Na|1
布置|VC|1
布鞋|Na|1
平凡|VH|1
平手|VH|1
平白無故|D|1
平交道|Nc|1
平房|Na|1
平放|VC|1
平時|Nd|1
平淡無奇|VH|1
平順|VH|1
平衡|Na|1
平衡點|Na|1
平穩|VH|1
幼|Na|1
幼小|VH|1
幼年|Na|1
幼兒|Na|1
幼時|Nd|1
幼稚|VH|1
幼齒|VH|1
弘|Nb|1
弘揚弘揚|VC|1
必然|Na|1
打出打出|VC|1
打去|VA|1
打打屁|VA|1
打交道|VB|1
打死|VC|1
打官司|VA|1
打陀螺|VA|1
打垮|VC|1
打拼|VA|1
打家劫舍|VA|1
打烊|VA|1
打起來|VA|1
打鬥秀|Na|1
打動|VHC|1
打從|P|1
打情罵俏|VA|1
打敗仗|VH|1
打勝仗|VH|1
打散|VB|1
打發|VC|1
打開來|VC|1
打傷|VC|1
打圓場|VA|1
打會|VA|1
打腫臉充胖子|VA|1
打道回府|VA|1
打過去|VB|1
打雷|VA|1
打鼓|VA|1
打滾|VA|1
打網球|VA|1
打罵|VC|1
打錯|VC|1
打斷|VC|1
扒去|VC|1
本|Na|1
本份|Na|1
本俸|Na|1
本家|Na|1
本國人|Na|1
末|Nes|1
